300 56691
13 69 2
13 70 9
13 71 8
13 72 9
13 75 2
13 76 8
13 77 1
13 82 1
13 83 1
13 84 3
13 86 8
13 87 14
13 88 5
13 89 8
13 95 1
13 97 14
13 98 9
13 99 6
13 102 3
13 103 13
13 104 2
13 105 5
13 106 10
13 107 14
13 108 5
13 109 2
13 111 3
13 113 11
13 114 5
13 115 2
13 116 3
13 118 9
13 120 8
13 121 5
13 122 5
13 123 6
13 124 3
13 125 4
13 126 7
13 128 12
13 130 1
13 131 12
13 132 10
13 135 13
13 137 6
13 138 8
13 140 4
13 142 7
13 143 8
13 144 12
13 145 10
13 146 6
13 147 7
13 148 14
13 155 13
13 158 13
13 159 2
13 162 8
13 163 6
13 164 1
13 167 5
13 168 5
13 169 4
13 171 12
13 172 14
13 174 6
13 175 2
13 177 8
13 179 12
13 180 10
13 187 7
13 188 6
13 189 7
13 190 11
13 192 10
13 193 13
13 194 11
13 195 14
13 197 3
13 198 7
13 200 10
13 201 1
13 202 6
13 204 9
13 207 2
13 209 14
13 212 3
13 213 9
13 214 12
13 215 4
13 216 3
13 218 5
13 219 7
13 220 11
13 221 6
13 222 11
13 223 5
13 224 3
13 225 14
13 226 14
13 227 11
13 228 11
13 229 2
13 231 2
13 233 2
13 235 7
13 236 2
13 237 13
13 238 6
13 239 13
13 240 12
13 241 7
13 242 1
13 244 9
13 245 8
13 247 12
13 248 13
13 250 6
13 251 6
13 253 2
13 254 5
13 255 9
13 256 14
13 257 1
13 258 11
13 260 4
13 262 2
13 263 7
13 264 8
13 265 9
13 268 8
13 269 12
13 270 14
13 271 14
13 273 10
13 276 14
13 277 14
13 278 5
13 280 10
13 281 10
13 282 9
13 284 6
13 285 4
13 291 8
13 292 5
13 293 14
13 294 13
13 297 6
13 298 10
13 300 2
14 3 4
14 4 11
14 6 7
14 7 10
14 10 6
14 15 3
14 17 13
14 19 7
14 20 3
14 21 7
14 23 12
14 24 4
14 25 2
14 26 10
14 27 10
14 30 14
14 33 7
14 34 6
14 36 1
14 37 5
14 38 8
14 39 3
14 40 8
14 41 5
14 42 9
14 43 7
14 44 7
14 45 7
14 48 14
14 49 2
14 51 4
14 52 11
14 53 12
14 54 11
14 55 4
14 56 7
14 58 14
14 59 6
14 60 14
14 61 9
14 62 11
14 63 9
14 64 14
14 66 4
14 71 6
14 73 6
14 74 3
14 76 1
14 78 14
14 79 13
14 80 8
14 81 3
14 82 14
14 83 9
14 84 1
14 85 12
14 87 7
14 90 2
14 93 9
14 94 8
14 97 5
14 98 7
14 100 9
14 101 3
14 102 2
14 103 4
14 106 5
14 107 4
14 109 1
14 111 2
14 112 14
14 117 5
14 118 2
14 119 14
14 120 10
14 121 12
14 123 11
14 124 12
14 127 6
14 129 10
14 130 5
14 132 12
14 133 1
14 137 14
14 139 12
14 140 8
14 141 3
14 143 9
14 144 9
14 146 5
14 147 8
14 148 4
14 149 9
14 150 10
14 151 6
14 153 6
14 154 4
14 155 11
14 157 11
14 158 5
14 160 13
14 161 7
14 162 3
14 163 11
14 164 5
14 165 9
14 166 3
14 167 11
14 168 6
14 171 3
14 172 10
14 174 11
14 176 4
14 177 10
14 180 2
14 181 3
14 182 12
14 183 3
14 184 11
14 185 13
14 186 5
14 187 6
14 189 5
14 191 14
14 192 12
14 193 12
14 194 10
14 199 2
14 200 12
14 202 4
14 205 7
14 207 6
14 211 10
14 212 8
14 213 13
14 214 11
14 217 8
14 218 4
14 219 8
14 220 2
14 222 5
14 224 7
14 225 12
14 226 13
14 227 11
14 230 7
14 231 9
14 232 1
14 234 3
14 239 10
14 243 4
14 244 3
14 245 10
14 247 10
14 251 11
14 253 1
14 254 10
14 255 14
14 256 3
14 257 8
14 258 8
14 260 4
14 261 10
14 262 6
14 263 1
14 264 3
14 266 5
14 267 12
14 268 1
14 270 13
14 271 5
14 272 13
14 273 6
14 274 8
14 275 6
14 277 12
14 278 11
14 279 6
14 280 10
14 281 13
14 283 5
14 284 14
14 285 10
14 288 5
14 289 5
14 295 11
14 296 9
14 298 6
14 300 12
15 1 11
15 2 14
15 3 12
15 4 3
15 5 4
15 7 13
15 8 4
15 9 8
15 10 2
15 13 6
15 16 6
15 18 6
15 21 4
15 22 2
15 24 10
15 25 6
15 27 9
15 28 12
15 29 5
15 33 11
15 34 12
15 35 11
15 36 5
15 38 10
15 40 6
15 41 1
15 42 12
15 46 10
15 47 2
15 49 7
15 50 10
15 51 10
15 52 3
15 54 10
15 56 1
15 57 4
15 59 9
15 60 5
15 61 13
15 65 1
15 66 3
15 67 3
15 68 6
15 69 8
15 70 10
15 72 6
15 74 8
15 75 3
15 76 6
15 77 2
15 79 2
15 80 9
15 81 11
15 83 7
15 85 2
15 87 13
15 88 9
15 89 10
15 90 14
15 91 2
15 93 8
15 94 1
15 96 2
15 97 7
15 98 11
15 99 10
15 100 7
15 101 11
15 105 6
15 107 7
15 108 14
15 109 14
15 110 2
15 111 11
15 112 12
15 113 1
15 114 8
15 115 14
15 116 2
15 117 3
15 120 2
15 123 10
15 125 11
15 127 12
15 128 8
15 130 13
15 131 13
15 132 3
15 133 7
15 134 5
15 136 14
15 137 9
15 138 10
15 140 13
15 141 14
15 143 1
15 144 13
15 145 11
15 146 4
15 149 6
15 150 1
15 151 14
15 152 6
15 153 3
15 155 6
15 156 11
15 158 12
15 159 13
15 160 6
15 161 12
15 162 6
15 163 1
15 166 1
15 167 2
15 170 7
15 172 9
15 175 2
15 176 14
15 177 3
15 178 13
15 179 2
15 181 10
15 182 11
15 183 4
15 184 7
15 185 3
15 186 5
15 187 1
15 188 6
15 192 3
15 194 3
15 195 12
15 197 4
15 198 6
15 200 13
15 202 1
15 203 14
15 204 8
15 206 9
15 208 5
15 210 5
15 211 5
15 214 7
15 215 1
15 218 7
15 219 14
15 220 14
15 223 4
15 224 12
15 226 4
15 228 7
15 229 13
15 231 1
15 232 8
15 233 1
15 234 5
15 236 2
15 238 11
15 239 8
15 240 11
15 242 8
15 247 12
15 248 14
15 249 9
15 250 5
15 251 3
15 252 1
15 253 10
15 254 1
15 255 5
15 260 4
15 261 6
15 262 4
15 263 7
15 267 6
15 268 1
15 271 1
15 272 13
15 273 12
15 277 2
15 278 14
15 279 7
15 280 2
15 281 6
15 283 6
15 284 14
15 285 8
15 286 10
15 287 6
15 289 4
15 290 4
15 291 10
15 296 3
15 298 12
16 2 9
16 3 3
16 4 4
16 6 12
16 7 12
16 8 10
16 9 7
16 11 2
16 14 8
16 15 6
16 22 11
16 23 11
16 26 9
16 27 5
16 28 1
16 30 1
16 31 12
16 32 2
16 34 9
16 36 3
16 37 12
16 41 12
16 43 13
16 44 2
16 45 2
16 47 7
16 50 4
16 52 2
16 54 7
16 55 3
16 56 13
16 57 8
16 58 9
16 60 13
16 61 5
16 63 13
16 64 5
16 66 12
16 67 5
16 68 13
16 69 11
16 70 13
16 71 8
16 72 2
16 73 1
16 74 6
16 75 5
16 76 1
16 78 12
16 79 5
16 80 10
16 82 10
16 83 14
16 85 7
16 86 9
16 87 3
16 89 8
16 90 4
16 91 12
16 92 3
16 95 9
16 97 2
16 99 2
16 101 6
16 102 2
16 104 10
16 106 1
16 107 6
16 108 5
16 109 8
16 110 10
16 112 7
16 113 6
16 115 9
16 116 1
16 118 8
16 120 9
16 121 1
16 125 3
16 129 2
16 132 6
16 134 14
16 135 6
16 136 9
16 137 3
16 138 3
16 141 8
16 142 12
16 143 9
16 145 9
16 146 6
16 148 10
16 149 2
16 151 2
16 152 1
16 153 4
16 154 10
16 156 3
16 158 3
16 159 12
16 160 7
16 161 5
16 162 10
16 164 4
16 165 8
16 166 6
16 167 11
16 168 7
16 170 9
16 171 14
16 174 10
16 175 1
16 176 3
16 177 12
16 179 8
16 180 7
16 181 8
16 182 6
16 193 4
16 196 14
16 197 3
16 198 9
16 200 1
16 204 12
16 206 8
16 207 7
16 208 2
16 209 7
16 210 2
16 212 2
16 213 5
16 214 1
16 215 4
16 216 6
16 218 6
16 219 6
16 220 9
16 221 11
16 223 10
16 224 2
16 225 13
16 226 11
16 227 11
16 228 1
16 229 13
16 230 8
16 232 7
16 233 7
16 234 11
16 236 1
16 237 12
16 238 9
16 239 1
16 240 9
16 241 13
16 244 5
16 246 5
16 248 5
16 249 12
16 255 13
16 257 8
16 258 12
16 259 4
16 260 11
16 262 14
16 265 2
16 269 11
16 273 7
16 275 13
16 276 5
16 280 4
16 281 9
16 282 5
16 283 13
16 285 11
16 288 7
16 289 11
16 290 9
16 291 10
16 293 7
16 294 11
16 295 3
16 296 14
16 297 1
16 300 6
17 3 11
17 5 8
17 7 10
17 9 1
17 11 4
17 12 10
17 14 3
17 15 14
17 16 13
17 18 10
17 19 8
17 21 13
17 22 13
17 23 9
17 27 11
17 28 8
17 29 6
17 32 8
17 33 1
17 37 9
17 39 4
17 41 13
17 43 10
17 44 14
17 45 14
17 46 3
17 47 7
17 50 13
17 52 3
17 53 5
17 55 13
17 56 3
17 57 13
17 59 14
17 61 12
17 63 7
17 64 2
17 65 10
17 66 7
17 69 12
17 70 1
17 71 2
17 74 8
17 75 14
17 76 14
17 78 12
17 80 6
17 81 8
17 83 14
17 84 13
17 87 13
17 89 6
17 91 11
17 92 12
17 93 4
17 94 11
17 95 8
17 98 14
17 100 7
17 101 4
17 102 4
17 104 7
17 108 14
17 109 1
17 110 12
17 111 7
17 112 7
17 114 3
17 115 4
17 117 11
17 118 7
17 119 7
17 120 4
17 121 9
17 123 11
17 124 12
17 125 6
17 127 1
17 128 1
17 130 11
17 131 6
17 132 7
17 133 3
17 134 2
17 135 7
17 136 11
17 139 11
17 143 6
17 144 14
17 145 1
17 146 6
17 147 11
17 148 4
17 149 13
17 150 3
17 153 2
17 154 1
17 155 6
17 161 8
17 162 8
17 164 8
17 166 6
17 169 11
17 171 6
17 173 12
17 174 9
17 176 2
17 177 10
17 178 9
17 180 7
17 183 10
17 184 13
17 186 12
17 187 11
17 188 8
17 189 8
17 191 3
17 193 1
17 194 5
17 197 2
17 198 11
17 200 8
17 201 7
17 202 11
17 203 14
17 205 11
17 206 13
17 210 10
17 211 1
17 212 7
17 213 5
17 215 6
17 216 2
17 217 7
17 219 5
17 220 12
17 224 1
17 225 5
17 226 14
17 228 1
17 229 10
17 232 14
17 233 10
17 235 14
17 237 11
17 238 5
17 239 11
17 240 14
17 241 3
17 242 2
17 243 3
17 248 14
17 249 12
17 250 12
17 251 12
17 252 13
17 255 12
17 256 1
17 257 13
17 259 13
17 260 8
17 261 7
17 262 14
17 263 6
17 264 12
17 265 1
17 266 11
17 267 3
17 268 3
17 269 7
17 270 4
17 271 6
17 272 8
17 274 6
17 275 9
17 278 12
17 281 8
17 282 10
17 283 11
17 287 7
17 288 13
17 290 13
17 292 12
17 293 4
17 297 6
17 298 7
17 299 11
18 2 10
18 3 2
18 4 11
18 5 7
18 6 13
18 9 2
18 10 8
18 11 12
18 12 14
18 13 3
18 15 2
18 16 5
18 17 14
18 20 3
18 24 12
18 25 2
18 26 13
18 27 10
18 28 4
18 29 12
18 30 8
18 32 7
18 34 5
18 36 2
18 38 13
18 39 12
18 40 2
18 44 4
18 45 2
18 48 10
18 49 3
18 50 10
18 51 6
18 52 6
18 53 6
18 55 12
18 57 2
18 58 3
18 59 5
18 60 7
18 61 13
18 62 11
18 63 12
18 64 4
18 66 7
18 67 8
18 68 3
18 70 13
18 73 5
18 74 6
18 75 2
18 76 5
18 78 14
18 79 4
18 80 6
18 81 5
18 83 4
18 84 6
18 86 14
18 87 9
18 88 6
18 89 9
18 90 13
18 91 11
18 93 13
18 94 5
18 95 9
18 101 9
18 102 8
18 103 12
18 104 14
18 105 4
18 106 9
18 107 5
18 108 8
18 109 8
18 111 2
18 112 14
18 113 5
18 114 1
18 115 1
18 116 10
18 117 14
18 118 13
18 121 4
18 122 14
18 123 1
18 124 13
18 125 3
18 127 2
18 129 10
18 132 6
18 133 10
18 134 8
18 135 11
18 140 7
18 141 5
18 143 11
18 144 9
18 145 10
18 146 4
18 149 6
18 150 12
18 151 3
18 153 6
18 154 14
18 155 2
18 158 9
18 160 7
18 161 3
18 162 5
18 163 12
18 165 3
18 166 10
18 168 12
18 169 9
18 172 5
18 173 10
18 174 7
18 175 2
18 177 2
18 179 8
18 180 4
18 182 4
18 183 8
18 184 7
18 185 10
18 186 5
18 187 1
18 188 2
18 191 2
18 192 9
18 194 9
18 195 1
18 196 12
18 198 3
18 199 13
18 201 9
18 202 6
18 203 14
18 204 11
18 206 1
18 207 3
18 210 12
18 211 2
18 212 14
18 213 2
18 214 11
18 215 11
18 216 13
18 217 11
18 218 14
18 219 1
18 220 3
18 222 1
18 225 4
18 226 8
18 227 12
18 228 4
18 229 10
18 231 10
18 235 4
18 236 7
18 237 14
18 240 5
18 241 4
18 243 11
18 244 14
18 245 8
18 250 2
18 252 5
18 253 13
18 254 14
18 255 12
18 257 3
18 258 3
18 259 10
18 260 10
18 263 9
18 266 2
18 268 3
18 270 13
18 272 13
18 276 4
18 277 7
18 278 2
18 279 5
18 280 8
18 281 3
18 286 8
18 288 8
18 290 1
18 291 1
18 292 8
18 293 1
18 294 3
18 296 4
18 297 7
18 298 2
18 299 3
19 1 1
19 2 6
19 4 8
19 6 2
19 7 14
19 13 12
19 16 5
19 18 10
19 20 7
19 23 1
19 24 3
19 25 7
19 26 11
19 28 8
19 29 6
19 31 8
19 33 5
19 34 1
19 37 5
19 38 12
19 39 1
19 41 1
19 42 9
19 43 5
19 47 11
19 48 9
19 53 4
19 54 10
19 55 5
19 57 3
19 59 4
19 62 11
19 63 3
19 64 3
19 65 13
19 67 2
19 69 11
19 70 9
19 71 11
19 72 3
19 75 2
19 76 5
19 78 7
19 79 2
19 80 5
19 81 3
19 82 6
19 84 5
19 85 14
19 86 5
19 87 9
19 88 9
19 89 1
19 90 14
19 91 1
19 92 4
19 93 11
19 95 8
19 96 8
19 97 7
19 99 4
19 100 7
19 101 14
19 103 3
19 104 6
19 107 11
19 108 11
19 109 7
19 112 7
19 113 2
19 114 1
19 115 3
19 116 9
19 118 10
19 119 5
19 120 2
19 121 12
19 124 3
19 125 8
19 127 13
19 129 12
19 130 1
19 131 9
19 132 5
19 134 11
19 135 10
19 136 11
19 137 6
19 138 3
19 139 3
19 142 10
19 143 12
19 144 10
19 146 13
19 147 6
19 148 1
19 149 12
19 150 12
19 152 13
19 153 6
19 155 10
19 156 3
19 157 3
19 158 3
19 161 9
19 162 8
19 164 3
19 166 6
19 167 14
19 174 4
19 175 6
19 176 2
19 178 9
19 179 14
19 181 14
19 183 14
19 184 2
19 185 3
19 186 2
19 187 10
19 188 9
19 189 9
19 191 2
19 197 9
19 198 2
19 200 3
19 201 1
19 203 4
19 204 1
19 205 9
19 207 11
19 212 10
19 213 13
19 214 4
19 215 14
19 217 11
19 218 3
19 220 7
19 221 3
19 224 10
19 225 5
19 227 10
19 228 14
19 229 8
19 231 7
19 232 13
19 234 9
19 235 3
19 236 14
19 237 8
19 239 5
19 240 12
19 242 12
19 244 13
19 245 6
19 248 14
19 249 12
19 250 2
19 251 8
19 252 3
19 254 13
19 255 4
19 261 9
19 262 14
19 263 6
19 265 8
19 266 12
19 267 1
19 269 9
19 271 1
19 272 9
19 273 3
19 274 2
19 275 3
19 276 3
19 278 4
19 280 12
19 282 14
19 285 7
19 286 7
19 289 8
19 290 12
19 291 12
19 294 13
19 295 13
19 296 9
19 298 11
19 299 13
19 300 1
20 4 10
20 8 11
20 11 10
20 15 3
20 16 8
20 18 7
20 21 2
20 22 7
20 23 5
20 24 4
20 25 12
20 26 10
20 27 7
20 28 5
20 29 6
20 31 13
20 32 7
20 34 1
20 35 3
20 36 9
20 37 8
20 38 8
20 39 2
20 40 6
20 41 10
20 48 8
20 52 7
20 53 1
20 54 10
20 55 11
20 56 3
20 57 12
20 60 14
20 62 8
20 66 2
20 67 11
20 69 7
20 72 5
20 73 5
20 74 9
20 75 1
20 76 5
20 78 3
20 81 9
20 82 13
20 83 9
20 85 2
20 86 2
20 88 14
20 89 7
20 91 7
20 94 13
20 96 8
20 97 4
20 98 13
20 99 5
20 100 9
20 103 3
20 104 3
20 105 3
20 106 7
20 107 9
20 108 3
20 109 4
20 110 14
20 112 13
20 113 6
20 116 6
20 117 11
20 119 10
20 120 3
20 122 10
20 123 2
20 124 13
20 125 13
20 126 10
20 127 9
20 128 1
20 129 4
20 130 4
20 133 9
20 134 2
20 138 10
20 139 2
20 141 9
20 143 8
20 144 9
20 145 2
20 146 7
20 149 8
20 150 3
20 151 13
20 152 8
20 154 10
20 155 13
20 156 10
20 157 9
20 160 7
20 163 12
20 165 10
20 167 14
20 169 10
20 170 7
20 172 14
20 175 8
20 176 3
20 177 9
20 179 14
20 180 9
20 181 9
20 182 14
20 185 7
20 186 4
20 188 8
20 189 7
20 190 9
20 191 7
20 192 14
20 193 4
20 196 9
20 200 4
20 201 11
20 203 12
20 204 12
20 206 3
20 207 10
20 208 13
20 209 14
20 210 12
20 211 2
20 212 11
20 216 11
20 217 12
20 219 13
20 221 6
20 222 6
20 224 8
20 229 5
20 230 1
20 231 10
20 234 9
20 235 3
20 236 13
20 238 10
20 239 1
20 240 3
20 242 14
20 243 7
20 244 8
20 245 5
20 247 9
20 249 1
20 251 9
20 254 4
20 256 4
20 257 1
20 259 4
20 262 8
20 263 2
20 265 14
20 267 2
20 269 14
20 270 5
20 271 2
20 272 1
20 276 6
20 277 9
20 278 4
20 279 14
20 282 14
20 283 9
20 288 1
20 289 11
20 290 1
20 291 8
20 292 13
20 293 5
20 295 12
20 296 12
20 297 13
20 298 3
20 300 6
21 2 10
21 3 5
21 4 3
21 5 10
21 6 5
21 8 6
21 9 12
21 10 11
21 11 2
21 14 6
21 15 2
21 16 1
21 17 6
21 20 3
21 22 7
21 23 12
21 25 13
21 29 3
21 30 7
21 31 1
21 34 10
21 36 4
21 37 2
21 39 4
21 41 1
21 42 4
21 43 6
21 45 11
21 47 10
21 48 8
21 49 5
21 51 5
21 53 2
21 54 11
21 55 9
21 56 11
21 57 13
21 58 11
21 59 1
21 60 14
21 61 8
21 62 13
21 63 2
21 64 5
21 67 7
21 68 6
21 71 7
21 75 1
21 76 9
21 78 13
21 79 2
21 80 10
21 82 7
21 85 11
21 86 8
21 87 12
21 88 3
21 90 5
21 91 10
21 93 11
21 95 4
21 100 8
21 103 5
21 106 11
21 109 5
21 112 8
21 116 11
21 117 2
21 118 10
21 119 11
21 120 11
21 122 11
21 125 5
21 126 11
21 127 10
21 129 9
21 130 14
21 131 14
21 133 13
21 134 1
21 135 4
21 136 2
21 137 7
21 138 1
21 139 2
21 140 7
21 142 14
21 143 7
21 144 10
21 145 9
21 148 6
21 149 5
21 150 2
21 151 5
21 152 12
21 154 2
21 155 14
21 156 2
21 158 8
21 159 12
21 160 13
21 161 2
21 162 5
21 164 1
21 166 9
21 169 14
21 170 8
21 171 1
21 172 2
21 174 5
21 175 5
21 177 5
21 179 13
21 180 4
21 183 12
21 184 11
21 186 6
21 187 4
21 188 13
21 191 14
21 193 10
21 194 7
21 196 3
21 197 4
21 199 5
21 201 2
21 203 1
21 204 3
21 205 12
21 206 2
21 209 9
21 211 12
21 213 4
21 214 5
21 216 4
21 217 12
21 218 4
21 219 5
21 220 10
21 221 11
21 222 12
21 223 12
21 224 3
21 226 4
21 228 12
21 229 7
21 232 11
21 233 5
21 235 10
21 236 12
21 237 3
21 238 9
21 241 14
21 243 13
21 244 12
21 245 14
21 246 11
21 247 4
21 248 12
21 253 14
21 255 12
21 256 13
21 257 10
21 259 7
21 260 8
21 261 3
21 263 12
21 266 12
21 268 8
21 269 11
21 271 9
21 272 2
21 276 2
21 278 9
21 279 5
21 280 13
21 281 1
21 282 13
21 283 4
21 284 13
21 285 4
21 286 6
21 288 3
21 290 7
21 291 4
21 292 12
21 294 3
21 295 4
21 296 6
21 297 5
21 298 8
21 299 8
21 300 2
22 3 7
22 4 14
22 6 9
22 9 14
22 11 2
22 12 13
22 13 2
22 15 8
22 16 13
22 17 10
22 19 14
22 27 14
22 30 5
22 32 4
22 34 5
22 35 8
22 36 10
22 39 8
22 43 8
22 44 8
22 45 5
22 46 5
22 49 4
22 51 12
22 52 2
22 53 1
22 54 8
22 55 9
22 56 10
22 62 10
22 63 5
22 64 14
22 65 7
22 66 4
22 67 14
22 68 12
22 69 14
22 71 8
22 72 1
22 73 9
22 76 6
22 77 12
22 78 13
22 79 12
22 80 10
22 83 6
22 84 13
22 86 1
22 87 13
22 88 14
22 89 4
22 90 12
22 91 1
22 92 1
22 93 3
22 94 14
22 95 1
22 96 7
22 100 5
22 101 12
22 105 11
22 106 1
22 109 4
22 110 1
22 111 12
22 112 14
22 113 11
22 114 4
22 115 10
22 116 11
22 120 5
22 121 3
22 125 1
22 126 5
22 127 13
22 130 3
22 131 2
22 132 2
22 133 10
22 135 7
22 138 14
22 139 12
22 140 3
22 143 8
22 144 8
22 145 3
22 146 2
22 149 5
22 150 6
22 152 11
22 154 13
22 157 13
22 158 11
22 159 10
22 162 2
22 164 7
22 165 6
22 168 6
22 169 8
22 170 12
22 171 6
22 172 12
22 173 14
22 175 11
22 176 4
22 178 14
22 179 9
22 183 2
22 186 8
22 187 7
22 188 6
22 192 7
22 193 7
22 194 12
22 195 14
22 196 11
22 197 3
22 198 14
22 199 2
22 200 5
22 203 11
22 207 6
22 208 7
22 209 10
22 210 8
22 213 10
22 215 14
22 216 14
22 217 10
22 218 1
22 219 9
22 220 5
22 221 4
22 222 12
22 223 13
22 224 2
22 226 6
22 229 2
22 230 14
22 231 6
22 232 1
22 233 9
22 234 10
22 236 9
22 238 5
22 239 4
22 240 2
22 241 2
22 243 10
22 244 13
22 246 8
22 248 8
22 250 3
22 251 3
22 253 10
22 255 11
22 257 11
22 259 10
22 260 2
22 261 7
22 263 3
22 264 12
22 265 7
22 266 2
22 267 8
22 270 5
22 271 6
22 272 13
22 273 4
22 274 10
22 275 10
22 276 9
22 278 6
22 279 3
22 280 12
22 281 2
22 282 6
22 283 14
22 284 11
22 285 9
22 286 3
22 288 4
22 293 14
22 295 2
22 298 3
22 299 3
22 300 8
23 3 3
23 4 9
23 5 5
23 6 8
23 7 5
23 9 8
23 10 12
23 11 9
23 12 2
23 13 1
23 14 1
23 15 7
23 17 5
23 21 2
23 22 7
23 24 1
23 26 11
23 27 12
23 28 6
23 30 13
23 31 9
23 32 7
23 33 9
23 34 12
23 35 3
23 36 6
23 37 13
23 40 13
23 43 12
23 46 9
23 47 2
23 48 8
23 49 13
23 50 8
23 51 8
23 54 8
23 55 12
23 58 9
23 61 1
23 62 14
23 64 13
23 65 13
23 66 13
23 69 13
23 70 9
23 71 11
23 72 4
23 73 6
23 75 10
23 76 3
23 77 13
23 80 9
23 81 9
23 82 2
23 83 9
23 84 1
23 85 2
23 87 6
23 88 3
23 89 11
23 91 4
23 92 6
23 93 12
23 94 8
23 96 8
23 99 1
23 101 9
23 105 14
23 107 8
23 108 12
23 109 10
23 110 12
23 111 6
23 113 8
23 114 6
23 115 10
23 116 6
23 118 14
23 120 12
23 121 4
23 122 10
23 124 13
23 125 8
23 126 6
23 127 3
23 128 10
23 129 8
23 135 6
23 136 7
23 137 3
23 138 2
23 140 6
23 141 4
23 144 4
23 145 9
23 147 4
23 149 6
23 151 1
23 152 7
23 153 7
23 157 1
23 158 13
23 159 10
23 160 2
23 161 6
23 163 5
23 164 12
23 165 9
23 167 8
23 168 14
23 169 7
23 171 11
23 173 10
23 174 5
23 175 3
23 178 12
23 179 5
23 180 11
23 181 14
23 184 9
23 185 14
23 186 13
23 188 8
23 189 12
23 192 11
23 193 4
23 194 5
23 196 13
23 198 14
23 199 3
23 200 7
23 201 3
23 204 3
23 205 1
23 206 14
23 207 7
23 208 14
23 211 13
23 213 3
23 214 6
23 215 7
23 217 4
23 219 3
23 220 3
23 221 9
23 222 12
23 225 13
23 226 2
23 227 13
23 229 14
23 230 10
23 234 14
23 235 14
23 236 12
23 239 5
23 241 14
23 242 10
23 243 9
23 245 13
23 246 3
23 249 8
23 250 8
23 252 5
23 253 6
23 254 9
23 255 14
23 256 13
23 257 10
23 258 9
23 259 11
23 260 8
23 262 9
23 266 2
23 268 11
23 270 6
23 271 13
23 275 8
23 276 11
23 277 6
23 279 12
23 280 6
23 281 9
23 282 12
23 283 3
23 286 14
23 287 8
23 288 12
23 289 12
23 290 5
23 293 13
23 294 9
23 295 13
23 296 2
23 297 5
23 299 7
23 300 13
24 3 11
24 4 14
24 5 3
24 7 10
24 8 10
24 9 10
24 12 1
24 14 3
24 18 6
24 19 6
24 20 2
24 23 1
24 26 10
24 28 9
24 30 4
24 31 8
24 33 9
24 36 8
24 37 5
24 39 13
24 40 8
24 41 14
24 43 7
24 45 13
24 46 5
24 47 14
24 48 4
24 50 6
24 51 10
24 52 5
24 53 14
24 54 1
24 57 13
24 58 11
24 60 4
24 61 10
24 62 7
24 63 1
24 64 13
24 67 4
24 68 1
24 69 13
24 70 1
24 72 4
24 73 1
24 74 12
24 75 12
24 76 12
24 78 13
24 79 13
24 80 3
24 81 11
24 83 7
24 84 4
24 85 14
24 86 9
24 88 9
24 90 8
24 94 10
24 95 5
24 96 4
24 97 9
24 98 1
24 99 4
24 103 11
24 105 10
24 108 9
24 109 9
24 113 10
24 114 12
24 116 12
24 118 5
24 120 9
24 121 13
24 122 1
24 123 9
24 124 5
24 125 10
24 129 5
24 132 4
24 133 11
24 137 5
24 138 6
24 140 2
24 141 4
24 143 6
24 144 7
24 145 7
24 146 2
24 147 9
24 151 11
24 152 9
24 153 14
24 155 1
24 157 14
24 159 12
24 160 3
24 161 13
24 162 9
24 164 3
24 165 3
24 167 14
24 168 12
24 170 1
24 171 14
24 174 9
24 175 13
24 176 10
24 177 11
24 179 1
24 182 8
24 183 9
24 184 14
24 185 10
24 186 5
24 187 6
24 188 8
24 189 7
24 190 9
24 191 1
24 192 10
24 193 8
24 194 6
24 197 4
24 198 2
24 201 5
24 203 10
24 206 13
24 207 4
24 208 2
24 209 12
24 212 7
24 213 9
24 214 13
24 216 9
24 217 3
24 221 12
24 222 2
24 224 8
24 225 13
24 226 3
24 228 2
24 229 10
24 230 8
24 232 1
24 234 5
24 235 2
24 238 1
24 239 10
24 240 14
24 241 4
24 242 5
24 245 12
24 246 1
24 249 1
24 250 5
24 251 1
24 252 8
24 254 13
24 255 4
24 256 14
24 257 2
24 258 10
24 259 1
24 260 14
24 261 12
24 265 2
24 266 1
24 267 7
24 268 1
24 270 8
24 271 9
24 272 6
24 273 2
24 278 9
24 279 11
24 280 10
24 281 3
24 287 5
24 288 1
24 289 4
24 292 1
24 293 10
24 296 9
24 297 4
24 298 12
24 299 14
24 300 3
25 2 14
25 3 6
25 4 8
25 5 2
25 7 6
25 10 6
25 12 9
25 15 13
25 18 2
25 22 9
25 23 5
25 26 13
25 29 11
25 30 4
25 32 14
25 33 7
25 35 10
25 37 2
25 38 12
25 39 3
25 41 2
25 44 12
25 45 6
25 47 1
25 48 8
25 51 6
25 52 2
25 53 3
25 54 12
25 56 6
25 57 9
25 58 2
25 59 12
25 60 14
25 62 8
25 63 4
25 64 11
25 65 1
25 66 14
25 67 4
25 70 1
25 71 3
25 72 2
25 73 11
25 74 13
25 75 6
25 77 2
25 78 3
25 84 3
25 87 3
25 88 2
25 89 12
25 90 3
25 91 9
25 93 4
25 94 10
25 98 12
25 99 6
25 100 8
25 101 14
25 102 6
25 104 12
25 105 5
25 106 12
25 107 14
25 108 4
25 110 7
25 112 12
25 118 3
25 119 3
25 120 13
25 121 7
25 124 11
25 125 14
25 126 7
25 127 12
25 128 9
25 129 11
25 134 11
25 138 14
25 139 12
25 140 10
25 142 4
25 145 7
25 146 4
25 149 6
25 151 6
25 153 5
25 154 3
25 155 1
25 156 13
25 157 1
